[run number];max-tezina;min-tezina;postotak-tabu-lista;slucajni-graf-n;[step];dubina-agenti;sirina-agenti;uniform-cost-agenti;dubina-ticks;sirina-ticks;pohlepni-ticks;uniform-ticks;tabu-ticks;tabu-rjesenje?;pohlepni-rjesenje?
1;50000;1000;25;10;1;25;16;15;27;27;7;27;7;TRUE;TRUE
2;50000;1000;25;10;1;2;2;2;3;3;1;3;1;TRUE;TRUE
3;50000;1000;25;10;1;35;21;17;40;40;6;40;6;TRUE;TRUE
4;50000;1000;25;10;1;23;25;21;46;46;4;46;3;FALSE;FALSE
5;50000;1000;25;10;1;9;9;9;15;15;2;15;2;TRUE;TRUE
6;50000;1000;25;10;1;20;17;15;32;32;4;32;4;TRUE;TRUE
7;50000;1000;25;10;1;37;27;27;40;40;7;40;7;TRUE;TRUE
8;50000;1000;25;10;1;18;18;14;11;11;3;11;3;TRUE;TRUE
9;50000;1000;25;10;1;2;2;2;6;6;2;6;2;TRUE;TRUE
10;50000;1000;25;10;1;48;24;24;53;53;5;53;4;FALSE;FALSE
11;50000;1000;25;10;1;35;33;33;49;49;4;49;3;FALSE;FALSE
12;50000;1000;25;10;1;6;5;4;10;10;2;10;2;TRUE;TRUE
13;50000;1000;25;10;1;11;11;11;22;22;6;22;6;TRUE;TRUE
14;50000;1000;25;10;1;3;3;3;9;9;3;9;3;TRUE;TRUE
15;50000;1000;25;10;1;59;59;59;90;90;7;90;7;TRUE;TRUE
16;50000;1000;25;10;1;6;6;6;11;11;6;11;5;FALSE;FALSE
17;50000;1000;25;11;1;18;11;11;24;24;7;24;6;FALSE;FALSE
18;50000;1000;25;11;1;5;6;5;7;7;2;7;2;TRUE;TRUE
19;50000;1000;25;11;1;7;9;7;10;10;5;10;4;FALSE;FALSE
20;50000;1000;25;11;1;44;44;44;88;88;6;88;6;TRUE;TRUE
21;50000;1000;25;11;1;16;16;16;18;18;5;18;4;FALSE;FALSE
22;50000;1000;25;11;1;22;22;19;23;23;7;23;7;TRUE;TRUE
23;50000;1000;25;11;1;24;24;24;24;24;7;24;7;TRUE;TRUE
24;50000;1000;25;11;1;3;3;3;6;6;2;6;2;TRUE;TRUE
25;50000;1000;25;11;1;13;13;13;30;30;3;30;2;FALSE;FALSE
26;50000;1000;25;11;1;1;1;1;3;3;1;3;1;TRUE;TRUE
27;50000;1000;25;11;1;6;6;6;9;9;5;9;5;TRUE;TRUE
28;50000;1000;25;11;1;10;10;10;22;22;5;22;4;FALSE;FALSE
29;50000;1000;25;11;1;2;2;2;3;3;1;3;1;TRUE;TRUE
30;50000;1000;25;11;1;13;12;12;34;34;7;34;7;TRUE;TRUE
31;50000;1000;25;11;1;57;17;17;41;41;3;41;2;FALSE;FALSE
32;50000;1000;25;11;1;4;4;4;3;3;1;3;1;TRUE;TRUE
33;50000;1000;25;12;1;12;12;12;33;33;2;33;1;FALSE;FALSE
34;50000;1000;25;12;1;5;5;5;6;6;2;6;2;TRUE;TRUE
35;50000;1000;25;12;1;24;18;18;42;42;7;42;6;FALSE;FALSE
36;50000;1000;25;12;1;6;6;6;17;17;2;17;1;FALSE;FALSE
37;50000;1000;25;12;1;3;3;3;3;3;1;3;1;TRUE;TRUE
38;50000;1000;25;12;1;12;11;11;28;28;6;28;5;FALSE;FALSE
39;50000;1000;25;12;1;150;84;84;141;141;3;141;3;TRUE;TRUE
40;50000;1000;25;12;1;4;4;4;9;9;2;9;1;FALSE;FALSE
41;50000;1000;25;12;1;8;8;8;12;12;2;12;1;FALSE;FALSE
42;50000;1000;25;12;1;12;11;11;19;19;3;19;3;TRUE;TRUE
43;50000;1000;25;12;1;9;9;9;12;12;3;12;3;TRUE;TRUE
44;50000;1000;25;12;1;273;180;152;176;176;9;176;8;FALSE;FALSE
45;50000;1000;25;12;1;30;30;30;30;30;8;30;7;FALSE;FALSE
46;50000;1000;25;12;1;16;10;10;27;27;2;27;1;FALSE;FALSE
47;50000;1000;25;12;1;29;34;29;47;47;4;47;3;FALSE;FALSE
48;50000;1000;25;12;1;59;28;24;49;49;7;49;6;FALSE;FALSE
49;50000;1000;25;13;1;31;37;16;34;34;3;34;3;TRUE;TRUE
50;50000;1000;25;13;1;49;52;43;58;58;6;58;6;TRUE;TRUE
51;50000;1000;25;13;1;28;28;28;51;51;4;51;3;FALSE;FALSE
52;50000;1000;25;13;1;1;1;1;3;3;1;3;1;TRUE;TRUE
53;50000;1000;25;13;1;3;3;3;6;6;2;6;2;TRUE;TRUE
54;50000;1000;25;13;1;11;12;11;19;19;2;19;1;FALSE;FALSE
55;50000;1000;25;13;1;75;75;75;90;90;8;90;8;TRUE;TRUE
56;50000;1000;25;13;1;8;8;8;9;9;5;9;4;FALSE;FALSE
57;50000;1000;25;13;1;67;67;14;39;39;9;39;8;FALSE;FALSE
58;50000;1000;25;13;1;10;10;10;9;9;5;9;4;FALSE;FALSE
59;50000;1000;25;13;1;23;23;23;53;53;7;53;6;FALSE;FALSE
60;50000;1000;25;13;1;55;26;26;31;31;3;31;3;TRUE;TRUE
61;50000;1000;25;13;1;138;101;94;92;92;9;92;9;TRUE;TRUE
62;50000;1000;25;13;1;12;12;12;33;33;4;33;3;FALSE;FALSE
63;50000;1000;25;13;1;7;13;7;12;12;7;12;6;FALSE;FALSE
64;50000;1000;25;13;1;39;26;26;38;38;4;38;4;TRUE;TRUE
65;50000;1000;25;14;1;98;59;59;105;105;9;105;9;TRUE;TRUE
66;50000;1000;25;14;1;34;51;31;72;72;3;72;2;FALSE;FALSE
67;50000;1000;25;14;1;292;218;212;308;308;6;308;5;FALSE;FALSE
68;50000;1000;25;14;1;3;3;3;3;3;1;3;1;TRUE;TRUE
69;50000;1000;25;14;1;98;66;64;124;124;6;124;5;FALSE;FALSE
70;50000;1000;25;14;1;13;12;12;25;25;3;25;2;FALSE;FALSE
71;50000;1000;25;14;1;32;16;16;36;36;6;36;5;FALSE;FALSE
72;50000;1000;25;14;1;8;8;8;9;9;7;9;6;FALSE;FALSE
73;50000;1000;25;14;1;59;47;47;53;53;4;53;3;FALSE;FALSE
74;50000;1000;25;14;1;9;9;9;9;9;4;9;4;TRUE;TRUE
75;50000;1000;25;14;1;17;15;15;35;35;3;35;2;FALSE;FALSE
76;50000;1000;25;14;1;156;40;26;79;79;9;79;8;FALSE;FALSE
77;50000;1000;25;14;1;9;15;9;14;14;8;14;7;FALSE;FALSE
78;50000;1000;25;14;1;25;25;25;33;33;5;33;4;FALSE;FALSE
79;50000;1000;25;14;1;83;74;63;68;68;9;68;9;TRUE;TRUE
80;50000;1000;25;14;1;26;26;26;45;45;6;45;6;TRUE;TRUE
81;50000;1000;25;15;1;67;18;9;27;27;2;27;2;TRUE;TRUE
82;50000;1000;25;15;1;17;14;11;29;29;4;29;4;TRUE;TRUE
83;50000;1000;25;15;1;10;10;10;9;9;5;9;4;FALSE;FALSE
84;50000;1000;25;15;1;299;228;228;475;475;10;475;10;TRUE;TRUE
85;50000;1000;25;15;1;43;43;43;45;45;6;45;5;FALSE;FALSE
86;50000;1000;25;15;1;27;25;25;36;36;5;36;4;FALSE;FALSE
87;50000;1000;25;15;1;43;55;43;34;34;4;34;4;TRUE;TRUE
88;50000;1000;25;15;1;2;2;2;3;3;1;3;1;TRUE;TRUE
89;50000;1000;25;15;1;16;15;12;38;38;3;38;2;FALSE;FALSE
90;50000;1000;25;15;1;114;15;15;55;55;13;55;12;FALSE;FALSE
91;50000;1000;25;15;1;238;159;153;157;157;9;157;8;FALSE;FALSE
92;50000;1000;25;15;1;27;23;23;48;48;6;48;5;FALSE;FALSE
93;50000;1000;25;15;1;43;48;33;62;62;6;62;5;FALSE;FALSE
94;50000;1000;25;15;1;11;11;11;18;18;2;18;1;FALSE;FALSE
95;50000;1000;25;15;1;55;55;55;30;30;10;30;9;FALSE;FALSE
96;50000;1000;25;15;1;20;12;12;30;30;5;30;4;FALSE;FALSE
97;50000;1000;25;16;1;8;8;8;9;9;7;9;7;TRUE;TRUE
98;50000;1000;25;16;1;18;18;18;21;21;7;21;6;FALSE;FALSE
99;50000;1000;25;16;1;43;34;24;31;31;3;31;3;TRUE;TRUE
100;50000;1000;25;16;1;17;10;8;14;14;2;14;2;TRUE;TRUE
101;50000;1000;25;16;1;72;32;20;35;35;3;35;3;TRUE;TRUE
102;50000;1000;25;16;1;7;7;7;9;9;3;9;3;TRUE;TRUE
103;50000;1000;25;16;1;40;52;35;88;88;5;88;5;TRUE;TRUE
104;50000;1000;25;16;1;457;122;122;314;314;3;314;2;FALSE;FALSE
105;50000;1000;25;16;1;202;147;101;214;214;7;214;7;TRUE;TRUE
106;50000;1000;25;16;1;11;11;11;12;12;6;12;6;TRUE;TRUE
107;50000;1000;25;16;1;76;36;36;63;63;6;63;5;FALSE;FALSE
108;50000;1000;25;16;1;35;23;23;51;51;3;51;2;FALSE;FALSE
109;50000;1000;25;16;1;12;15;12;15;15;3;15;3;TRUE;TRUE
110;50000;1000;25;16;1;15;11;11;20;20;3;20;2;FALSE;FALSE
111;50000;1000;25;16;1;95;75;39;108;108;10;108;10;TRUE;TRUE
112;50000;1000;25;16;1;14;14;14;39;39;3;39;2;FALSE;FALSE
113;50000;1000;25;17;1;210;210;210;174;174;13;174;12;FALSE;FALSE
114;50000;1000;25;17;1;32;37;32;26;26;2;26;2;TRUE;TRUE
115;50000;1000;25;17;1;26;7;7;26;26;2;26;2;TRUE;TRUE
116;50000;1000;25;17;1;14;35;14;12;12;3;12;3;TRUE;TRUE
117;50000;1000;25;17;1;52;75;48;70;70;5;70;5;TRUE;TRUE
118;50000;1000;25;17;1;27;27;27;27;27;9;27;8;FALSE;FALSE
119;50000;1000;25;17;1;71;29;29;70;70;7;70;6;FALSE;FALSE
120;50000;1000;25;17;1;114;12;10;74;74;10;74;9;FALSE;FALSE
121;50000;1000;25;17;1;98;105;86;163;163;8;163;7;FALSE;FALSE
122;50000;1000;25;17;1;123;103;77;145;145;7;145;7;TRUE;TRUE
123;50000;1000;25;17;1;1;1;1;3;3;1;3;1;TRUE;TRUE
124;50000;1000;25;17;1;16;19;16;25;25;6;25;6;TRUE;TRUE
125;50000;1000;25;17;1;31;31;31;27;27;9;27;8;FALSE;FALSE
126;50000;1000;25;17;1;205;14;7;111;111;2;111;2;TRUE;TRUE
127;50000;1000;25;17;1;83;41;32;75;75;5;75;5;TRUE;TRUE
128;50000;1000;25;17;1;17;23;17;17;17;2;17;2;TRUE;TRUE
129;50000;1000;25;18;1;7;7;7;6;6;7;6;6;FALSE;FALSE
130;50000;1000;25;18;1;56;40;28;69;69;5;69;4;FALSE;FALSE
131;50000;1000;25;18;1;30;29;24;27;27;4;27;4;TRUE;TRUE
132;50000;1000;25;18;1;14;17;14;28;28;4;28;3;FALSE;FALSE
133;50000;1000;25;18;1;43;34;34;50;50;5;50;5;TRUE;TRUE
134;50000;1000;25;18;1;25;34;16;31;31;5;31;5;TRUE;TRUE
135;50000;1000;25;18;1;92;46;29;38;38;9;38;9;TRUE;TRUE
136;50000;1000;25;18;1;7;7;7;6;6;8;6;7;FALSE;FALSE
137;50000;1000;25;18;1;45;45;45;36;36;6;36;6;TRUE;TRUE
138;50000;1000;25;18;1;145;108;66;54;54;12;54;11;FALSE;FALSE
139;50000;1000;25;18;1;11;11;11;21;21;12;21;12;TRUE;TRUE
140;50000;1000;25;18;1;126;118;109;219;219;9;219;8;FALSE;FALSE
141;50000;1000;25;18;1;23;18;18;33;33;4;33;3;FALSE;FALSE
142;50000;1000;25;18;1;11;18;11;8;8;2;8;2;TRUE;TRUE
143;50000;1000;25;18;1;62;23;19;48;48;4;48;3;FALSE;FALSE
144;50000;1000;25;18;1;34;35;20;51;51;6;51;6;TRUE;TRUE
145;50000;1000;25;19;1;29;31;29;25;25;4;25;4;TRUE;TRUE
146;50000;1000;25;19;1;404;206;54;266;266;6;266;5;FALSE;FALSE
147;50000;1000;25;19;1;47;49;47;43;43;4;43;4;TRUE;TRUE
148;50000;1000;25;19;1;84;92;75;193;193;3;193;2;FALSE;FALSE
149;50000;1000;25;19;1;342;234;215;557;557;5;557;4;FALSE;FALSE
150;50000;1000;25;19;1;3;3;3;3;3;1;3;1;TRUE;TRUE
151;50000;1000;25;19;1;30;23;19;42;42;8;42;7;FALSE;FALSE
152;50000;1000;25;19;1;54;57;54;102;102;8;102;7;FALSE;FALSE
153;50000;1000;25;19;1;12;12;12;12;12;5;12;5;TRUE;TRUE
154;50000;1000;25;19;1;18;18;18;36;36;4;36;3;FALSE;FALSE
155;50000;1000;25;19;1;49;38;33;71;71;5;71;5;TRUE;TRUE
156;50000;1000;25;19;1;100;79;79;113;113;4;113;3;FALSE;FALSE
157;50000;1000;25;19;1;46;46;46;51;51;6;51;5;FALSE;FALSE
158;50000;1000;25;19;1;21;21;21;37;37;2;37;1;FALSE;FALSE
159;50000;1000;25;19;1;45;41;41;69;69;5;69;4;FALSE;FALSE
160;50000;1000;25;19;1;315;193;165;287;287;11;287;10;FALSE;FALSE
161;50000;1000;25;20;1;245;94;66;100;100;10;100;10;TRUE;TRUE
162;50000;1000;25;20;1;113;89;60;85;85;6;85;6;TRUE;TRUE
163;50000;1000;25;20;1;6;6;6;9;9;14;9;13;FALSE;FALSE
164;50000;1000;25;20;1;80;60;55;55;55;11;55;11;TRUE;TRUE
165;50000;1000;25;20;1;87;14;14;48;48;4;48;3;FALSE;FALSE
166;50000;1000;25;20;1;30;26;26;62;62;8;62;8;TRUE;TRUE
167;50000;1000;25;20;1;523;70;70;222;222;9;222;9;TRUE;TRUE
168;50000;1000;25;20;1;90;90;90;93;93;13;93;12;FALSE;FALSE
169;50000;1000;25;20;1;30;30;30;30;30;10;30;9;FALSE;FALSE
170;50000;1000;25;20;1;159;158;148;375;375;4;375;3;FALSE;FALSE
171;50000;1000;25;20;1;3;3;3;3;3;1;3;1;TRUE;TRUE
172;50000;1000;25;20;1;15;20;15;34;34;3;34;2;FALSE;FALSE
173;50000;1000;25;20;1;126;22;22;90;90;9;90;8;FALSE;FALSE
174;50000;1000;25;20;1;59;31;19;42;42;6;42;6;TRUE;TRUE
175;50000;1000;25;20;1;406;120;113;259;259;10;259;10;TRUE;TRUE
